partition,family,event,incident_degree,query_identity,query_global_sequence_index,positive_global_sequence_index,positive_view_kind,hard_negative_identity,hard_negative_global_sequence_index,hard_negative_objective_profile_distance,query_profile_observations
fit,S05,junction,3,S05_flat_branch_medium_C06:node:node_0066,61166,61249,different_physical_edge,S07_flat_loop_rich_C04:node:node_0101,100102,0.008504745549652916,5
fit,S05,junction,3,S05_flat_branch_medium_C06:node:node_0068,61292,61505,different_physical_edge,S07_flat_loop_rich_C03:node:node_0043,95834,0.00780846314116369,5
fit,S05,terminal,1,S05_flat_branch_medium_C06:node:node_0070,61387,61401,same_edge_reverse_view,S03_flat_unicyclic_small_C03:node:node_0006,26309,0.005568007067352822,5
fit,S05,terminal,1,S05_flat_branch_medium_C06:node:node_0074,61561,61575,same_edge_reverse_view,S09_flat_complex_C05:node:node_0055,160061,0.006256014989062285,5
fit,S05,junction,3,S05_flat_branch_medium_C06:node:node_0075,61599,61692,different_physical_edge,S10_3d_complex_C01:node:node_0107,180196,0.025727839440586098,5
fit,S05,terminal,1,S05_flat_branch_medium_C06:node:node_0083,62014,61990,same_edge_reverse_view,S01_flat_tree_small_C01:node:node_0030,628,0.004894282556989144,5
selection,S05,terminal,1,S05_flat_branch_medium_C07:node:node_0007,62542,62530,same_edge_reverse_view,S07_flat_loop_rich_C08:node:node_0097,111220,0.0031937683902547786,5
selection,S05,terminal,1,S05_flat_branch_medium_C07:node:node_0014,62700,62712,same_edge_reverse_view,S08_3d_loop_rich_C08:node:node_0087,138979,0.018233992789143973,5
selection,S05,junction,3,S05_flat_branch_medium_C07:node:node_0016,62665,62762,different_physical_edge,S07_flat_loop_rich_C08:node:node_0103,111384,0.002752396358020467,5
selection,S05,junction,3,S05_flat_branch_medium_C07:node:node_0022,62932,62956,different_physical_edge,S07_flat_loop_rich_C08:node:node_0083,111048,0.020607099609498008,5
selection,S05,terminal,1,S05_flat_branch_medium_C07:node:node_0052,63704,63678,same_edge_reverse_view,S05_flat_branch_medium_C08:node:node_0069,65732,0.007718835887326719,5
selection,S05,junction,3,S05_flat_branch_medium_C07:node:node_0054,63649,63719,different_physical_edge,S07_flat_loop_rich_C08:node:node_0011,109557,0.009390130115787652,5
selection,S05,terminal,1,S05_flat_branch_medium_C07:node:node_0058,63809,63806,same_edge_reverse_view,S09_flat_complex_C07:node:node_0049,168058,0.00903683862137144,3
selection,S05,junction,3,S05_flat_branch_medium_C07:node:node_0071,63958,63975,different_physical_edge,S07_flat_loop_rich_C07:node:node_0055,107842,0.026033708734526713,5
selection,S05,junction,3,S05_flat_branch_medium_C07:node:node_0088,64275,64304,different_physical_edge,S01_flat_tree_small_C07:node:node_0044,7946,0.024113669706916835,5
selection,S05,terminal,1,S05_flat_branch_medium_C07:node:node_0091,64344,64353,same_edge_reverse_view,S09_flat_complex_C08:node:node_0075,171983,0.013649698301812927,5
selection,S05,junction,3,S05_flat_branch_medium_C08:node:node_0000,64372,64395,different_physical_edge,S09_flat_complex_C08:node:node_0104,173188,0.0077759662860832825,5
selection,S05,terminal,1,S05_flat_branch_medium_C08:node:node_0009,64631,64620,same_edge_reverse_view,S07_flat_loop_rich_C07:node:node_0118,109286,0.007811985609026313,5
selection,S05,terminal,1,S05_flat_branch_medium_C08:node:node_0011,64532,64546,same_edge_reverse_view,S09_flat_complex_C08:node:node_0075,171983,0.010716743384631381,5
selection,S05,junction,3,S05_flat_branch_medium_C08:node:node_0048,65302,65413,different_physical_edge,S07_flat_loop_rich_C08:node:node_0019,109892,0.03097110637675464,5
selection,S05,junction,3,S05_flat_branch_medium_C08:node:node_0056,65318,65532,different_physical_edge,S05_flat_branch_medium_C08:node:node_0000,64372,0.013438802693263398,5
selection,S05,junction,3,S05_flat_branch_medium_C08:node:node_0062,65354,65668,different_physical_edge,S09_flat_complex_C08:node:node_0080,172514,0.005027933960969133,5
selection,S05,junction,3,S05_flat_branch_medium_C08:node:node_0066,65446,65618,different_physical_edge,S05_flat_branch_medium_C08:node:node_0080,66051,0.010970616722405263,5
selection,S05,terminal,1,S05_flat_branch_medium_C08:node:node_0069,65732,65737,same_edge_reverse_view,S05_flat_branch_medium_C07:node:node_0052,63704,0.007718835887326719,5
selection,S05,terminal,1,S05_flat_branch_medium_C08:node:node_0070,65707,65717,same_edge_reverse_view,S03_flat_unicyclic_small_C08:node:node_0055,34436,0.00853714928205267,5
selection,S05,junction,3,S05_flat_branch_medium_C08:node:node_0080,66051,66084,different_physical_edge,S05_flat_branch_medium_C08:node:node_0066,65446,0.010970616722405263,5
selection,S05,junction,3,S05_flat_branch_medium_C08:node:node_0084,66177,66241,different_physical_edge,S09_flat_complex_C08:node:node_0133,173904,0.007537343432058963,5
selection,S05,terminal,1,S05_flat_branch_medium_C08:node:node_0088,66426,66404,same_edge_reverse_view,S09_flat_complex_C08:node:node_0102,173219,0.006575347804654855,5
selection,S05,terminal,1,S05_flat_branch_medium_C08:node:node_0094,66569,66583,same_edge_reverse_view,S05_flat_branch_medium_C07:node:node_0052,63704,0.011912037189719196,5
selection,S05,terminal,1,S05_flat_branch_medium_C08:node:node_0098,66714,66726,same_edge_reverse_view,S07_flat_loop_rich_C07:node:node_0106,108976,0.004775391902573001,5
fit,S06,junction,3,S06_3d_branch_medium_C01:node:node_0002,68883,68956,different_physical_edge,S08_3d_loop_rich_C02:node:node_0028,118914,0.010877322910134452,5
fit,S06,terminal,1,S06_3d_branch_medium_C01:node:node_0011,69160,69166,same_edge_reverse_view,S10_3d_complex_C01:node:node_0056,179331,0.020746414137465526,5
fit,S06,terminal,1,S06_3d_branch_medium_C01:node:node_0014,69224,69218,same_edge_reverse_view,S02_3d_tree_small_C01:node:node_0021,11469,0.022546541213660367,5
fit,S06,junction,3,S06_3d_branch_medium_C01:node:node_0022,69262,69392,different_physical_edge,S10_3d_complex_C02:node:node_0106,183504,0.017600502080763508,5
fit,S06,terminal,1,S06_3d_branch_medium_C01:node:node_0029,69352,69364,same_edge_reverse_view,S10_3d_complex_C01:node:node_0000,178354,0.01605836359751431,5
fit,S06,junction,3,S06_3d_branch_medium_C01:node:node_0037,69454,69550,different_physical_edge,S08_3d_loop_rich_C02:node:node_0028,118914,0.01596007724246638,5
fit,S06,terminal,1,S06_3d_branch_medium_C01:node:node_0038,69600,69592,same_edge_reverse_view,S02_3d_tree_small_C01:node:node_0009,11127,0.005905689474475628,5
fit,S06,junction,3,S06_3d_branch_medium_C01:node:node_0052,69764,69858,different_physical_edge,S09_flat_complex_C03:node:node_0075,152990,0.03035157944010945,5
fit,S06,junction,3,S06_3d_branch_medium_C01:node:node_0060,69920,69981,different_physical_edge,S10_3d_complex_C05:node:node_0069,194196,0.03210634813414548,5
fit,S06,junction,3,S06_3d_branch_medium_C01:node:node_0069,70070,70100,different_physical_edge,S10_3d_complex_C03:node:node_0123,187622,0.031667072991203526,5
fit,S06,terminal,1,S06_3d_branch_medium_C01:node:node_0071,70092,70095,same_edge_reverse_view,S01_flat_tree_small_C05:node:node_0033,5728,0.006364980527493818,3
fit,S06,junction,3,S06_3d_branch_medium_C01:node:node_0074,70200,70262,different_physical_edge,S10_3d_complex_C03:node:node_0030,185890,0.024689647905740963,5
fit,S06,terminal,1,S06_3d_branch_medium_C01:node:node_0076,70157,70167,same_edge_reverse_view,S10_3d_complex_C05:node:node_0022,193345,0.026266661176456887,5
fit,S06,terminal,1,S06_3d_branch_medium_C01:node:node_0090,70467,70481,same_edge_reverse_view,S02_3d_tree_small_C03:node:node_0039,14634,0.009377660547024765,5
fit,S06,junction,3,S06_3d_branch_medium_C02:node:node_0001,70514,70557,different_physical_edge,S06_3d_branch_medium_C01:node:node_0069,70070,0.03211889925550041,5
fit,S06,terminal,1,S06_3d_branch_medium_C02:node:node_0012,70865,70854,same_edge_reverse_view,S10_3d_complex_C04:node:node_0049,189670,0.011401552501279485,5
fit,S06,junction,3,S06_3d_branch_medium_C02:node:node_0024,70878,71034,different_physical_edge,S06_3d_branch_medium_C05:node:node_0004,77340,0.028321049500026393,5
fit,S06,terminal,1,S06_3d_branch_medium_C02:node:node_0031,71377,71368,same_edge_reverse_view,S08_3d_loop_rich_C04:node:node_0091,126110,0.006599705139953711,5
fit,S06,terminal,1,S06_3d_branch_medium_C02:node:node_0052,71594,71603,same_edge_reverse_view,S08_3d_loop_rich_C06:node:node_0119,132856,0.00995857211883474,5
fit,S06,junction,3,S06_3d_branch_medium_C02:node:node_0061,71669,71792,different_physical_edge,S04_3d_unicyclic_small_C03:node:node_0022,39332,0.017646620591400434,5
fit,S06,junction,3,S06_3d_branch_medium_C02:node:node_0063,71902,72040,different_physical_edge,S02_3d_tree_small_C02:node:node_0011,12490,0.022453317552168867,5
fit,S06,terminal,1,S06_3d_branch_medium_C02:node:node_0064,72065,72054,same_edge_reverse_view,S08_3d_loop_rich_C03:node:node_0018,121639,0.011715332895418611,5
fit,S06,junction,3,S06_3d_branch_medium_C02:node:node_0069,71760,71995,different_physical_edge,S07_flat_loop_rich_C06:node:node_0070,104957,0.02384804073439592,5
fit,S06,terminal,1,S06_3d_branch_medium_C02:node:node_0079,72342,72322,same_edge_reverse_view,S10_3d_complex_C04:node:node_0031,189400,0.013328161697918969,5
fit,S06,terminal,1,S06_3d_branch_medium_C03:node:node_0007,72558,72548,same_edge_reverse_view,S02_3d_tree_small_C06:node:node_0003,17486,0.016266731813805488,5
fit,S06,junction,3,S06_3d_branch_medium_C03:node:node_0017,72576,72676,different_physical_edge,S06_3d_branch_medium_C03:node:node_0085,74047,0.02657029773715556,5
fit,S06,terminal,1,S06_3d_branch_medium_C03:node:node_0028,72936,72926,same_edge_reverse_view,S04_3d_unicyclic_small_C02:node:node_0002,37504,0.017400030476687586,5
fit,S06,terminal,1,S06_3d_branch_medium_C03:node:node_0031,72878,72883,same_edge_reverse_view,S04_3d_unicyclic_small_C06:node:node_0009,42907,0.010466169453327085,5
fit,S06,junction,3,S06_3d_branch_medium_C03:node:node_0040,73082,73146,different_physical_edge,S08_3d_loop_rich_C01:node:node_0018,114916,0.01832685120205593,5
fit,S06,junction,3,S06_3d_branch_medium_C03:node:node_0050,73246,73326,different_physical_edge,S07_flat_loop_rich_C06:node:node_0110,106171,0.03299790933401146,5
fit,S06,terminal,1,S06_3d_branch_medium_C03:node:node_0053,73268,73280,same_edge_reverse_view,S02_3d_tree_small_C03:node:node_0000,13407,0.013018120012126693,5
fit,S06,terminal,1,S06_3d_branch_medium_C03:node:node_0054,73501,73492,same_edge_reverse_view,S01_flat_tree_small_C02:node:node_0046,2056,0.008326028863732016,5
fit,S06,terminal,1,S06_3d_branch_medium_C03:node:node_0059,73403,73417,same_edge_reverse_view,S07_flat_loop_rich_C04:node:node_0007,97566,0.01194410314020543,5
fit,S06,junction,3,S06_3d_branch_medium_C03:node:node_0062,73510,73561,different_physical_edge,S02_3d_tree_small_C05:node:node_0021,16394,0.022176934098586436,5
fit,S06,junction,3,S06_3d_branch_medium_C03:node:node_0069,73754,73776,different_physical_edge,S08_3d_loop_rich_C05:node:node_0128,129639,0.021195915815436922,5
fit,S06,junction,3,S06_3d_branch_medium_C03:node:node_0079,73988,74010,different_physical_edge,S02_3d_tree_small_C03:node:node_0022,14018,0.015301710877551137,5
fit,S06,junction,3,S06_3d_branch_medium_C03:node:node_0085,74047,74122,different_physical_edge,S08_3d_loop_rich_C01:node:node_0019,114930,0.011176602218719358,5
fit,S06,terminal,1,S06_3d_branch_medium_C03:node:node_0087,74181,74195,same_edge_reverse_view,S06_3d_branch_medium_C03:node:node_0059,73403,0.01222898307920063,5
fit,S06,terminal,1,S06_3d_branch_medium_C04:node:node_0000,74228,74210,same_edge_reverse_view,S10_3d_complex_C05:node:node_0114,195540,0.021615282086514104,5
fit,S06,terminal,1,S06_3d_branch_medium_C04:node:node_0003,74360,74332,same_edge_reverse_view,S06_3d_branch_medium_C02:node:node_0031,71377,0.010796277705279985,5
fit,S06,junction,3,S06_3d_branch_medium_C04:node:node_0017,74670,74856,different_physical_edge,S06_3d_branch_medium_C06:node:node_0056,80642,0.01907940858535206,5
fit,S06,junction,3,S06_3d_branch_medium_C04:node:node_0035,75326,75432,different_physical_edge,S10_3d_complex_C06:node:node_0021,197259,0.016990962951341965,5
fit,S06,junction,3,S06_3d_branch_medium_C04:node:node_0045,75628,75696,different_physical_edge,S04_3d_unicyclic_small_C05:node:node_0036,42149,0.012742413013966749,5
fit,S06,terminal,1,S06_3d_branch_medium_C04:node:node_0053,75960,75950,same_edge_reverse_view,S02_3d_tree_small_C05:node:node_0041,16842,0.009285792630455144,5
fit,S06,terminal,1,S06_3d_branch_medium_C04:node:node_0055,75970,75981,same_edge_reverse_view,S06_3d_branch_medium_C05:node:node_0014,77696,0.009478153265466353,5
fit,S06,terminal,1,S06_3d_branch_medium_C04:node:node_0084,76632,76646,same_edge_reverse_view,S04_3d_unicyclic_small_C05:node:node_0019,41950,0.007751795215079938,5
fit,S06,junction,3,S06_3d_branch_medium_C04:node:node_0086,76849,76879,different_physical_edge,S02_3d_tree_small_C05:node:node_0031,16606,0.01580599620342591,5
fit,S06,junction,3,S06_3d_branch_medium_C04:node:node_0088,76808,77015,different_physical_edge,S04_3d_unicyclic_small_C03:node:node_0036,39564,0.017639952910591422,5
fit,S06,junction,3,S06_3d_branch_medium_C05:node:node_0004,77340,77370,different_physical_edge,S06_3d_branch_medium_C02:node:node_0024,70878,0.028321049500026393,5
fit,S06,terminal,1,S06_3d_branch_medium_C05:node:node_0005,77310,77324,same_edge_reverse_view,S10_3d_complex_C06:node:node_0115,198948,0.014096040830417732,5
fit,S06,junction,3,S06_3d_branch_medium_C05:node:node_0009,77476,77515,different_physical_edge,S06_3d_branch_medium_C05:node:node_0073,78865,0.010196922527417591,5
fit,S06,terminal,1,S06_3d_branch_medium_C05:node:node_0014,77696,77664,same_edge_reverse_view,S06_3d_branch_medium_C04:node:node_0055,75970,0.009478153265466353,5
fit,S06,junction,3,S06_3d_branch_medium_C05:node:node_0034,78156,78248,different_physical_edge,S07_flat_loop_rich_C02:node:node_0014,91472,0.007281696532681644,5
fit,S06,junction,4,S06_3d_branch_medium_C05:node:node_0040,78112,78208,different_physical_edge,S10_3d_complex_C06:node:node_0106,198742,0.06966002555184342,5
fit,S06,terminal,1,S06_3d_branch_medium_C05:node:node_0043,78294,78303,same_edge_reverse_view,S10_3d_complex_C01:node:node_0042,178858,0.006904502247566288,5
fit,S06,terminal,1,S06_3d_branch_medium_C05:node:node_0047,78506,78500,same_edge_reverse_view,S06_3d_branch_medium_C01:node:node_0011,69160,0.025714531650688557,5
fit,S06,junction,3,S06_3d_branch_medium_C05:node:node_0073,78865,78894,different_physical_edge,S06_3d_branch_medium_C05:node:node_0009,77476,0.010196922527417591,5
fit,S06,terminal,1,S06_3d_branch_medium_C05:node:node_0075,79089,79076,same_edge_reverse_view,S08_3d_loop_rich_C06:node:node_0106,132488,0.010984419785079781,5
fit,S06,terminal,1,S06_3d_branch_medium_C05:node:node_0091,79390,79404,same_edge_reverse_view,S10_3d_complex_C03:node:node_0088,186972,0.01392780715370437,5
fit,S06,junction,3,S06_3d_branch_medium_C06:node:node_0025,79948,80140,different_physical_edge,S09_flat_complex_C05:node:node_0088,160751,0.01751082530957467,5
fit,S06,terminal,1,S06_3d_branch_medium_C06:node:node_0040,80398,80408,same_edge_reverse_view,S02_3d_tree_small_C06:node:node_0048,18481,0.00853806573191169,5
fit,S06,terminal,1,S06_3d_branch_medium_C06:node:node_0041,80473,80477,same_edge_reverse_view,S10_3d_complex_C01:node:node_0056,179331,0.024328409341667342,4
fit,S06,terminal,1,S06_3d_branch_medium_C06:node:node_0042,80547,80542,same_edge_reverse_view,S10_3d_complex_C06:node:node_0120,199186,0.01532156310752306,5
fit,S06,junction,4,S06_3d_branch_medium_C06:node:node_0054,80575,80738,different_physical_edge,S10_3d_complex_C03:node:node_0065,186725,0.05841970513513764,5
fit,S06,junction,3,S06_3d_branch_medium_C06:node:node_0056,80642,80931,different_physical_edge,S08_3d_loop_rich_C01:node:node_0056,115638,0.011001282863074656,5
fit,S06,terminal,1,S06_3d_branch_medium_C06:node:node_0074,81320,81302,same_edge_reverse_view,S10_3d_complex_C03:node:node_0077,186852,0.012524657325161562,5
fit,S06,terminal,1,S06_3d_branch_medium_C06:node:node_0088,81626,81594,same_edge_reverse_view,S08_3d_loop_rich_C02:node:node_0126,121210,0.012532405216625185,5
fit,S06,junction,3,S06_3d_branch_medium_C06:node:node_0098,81762,81782,different_physical_edge,S04_3d_unicyclic_small_C04:node:node_0014,40586,0.10564687289465828,5
selection,S06,terminal,1,S06_3d_branch_medium_C07:node:node_0001,81927,81916,same_edge_reverse_view,S06_3d_branch_medium_C08:node:node_0019,84027,0.021651212126353927,5
selection,S06,junction,3,S06_3d_branch_medium_C07:node:node_0014,82028,82094,different_physical_edge,S10_3d_complex_C07:node:node_0158,204042,0.01828142554225346,5
selection,S06,terminal,1,S06_3d_branch_medium_C07:node:node_0020,82126,82133,same_edge_reverse_view,S10_3d_complex_C07:node:node_0129,203276,0.030102583214087465,5
selection,S06,junction,4,S06_3d_branch_medium_C07:node:node_0058,82864,82904,different_physical_edge,S08_3d_loop_rich_C08:node:node_0106,138700,0.031563368404563995,5
selection,S06,junction,3,S06_3d_branch_medium_C07:node:node_0065,82982,83090,different_physical_edge,S06_3d_branch_medium_C07:node:node_0080,83428,0.04432560587607926,5
selection,S06,terminal,1,S06_3d_branch_medium_C07:node:node_0073,83211,83225,same_edge_reverse_view,S06_3d_branch_medium_C08:node:node_0019,84027,0.031148428843239484,5
selection,S06,junction,3,S06_3d_branch_medium_C07:node:node_0080,83428,83464,different_physical_edge,S06_3d_branch_medium_C07:node:node_0065,82982,0.04432560587607926,5
selection,S06,terminal,1,S06_3d_branch_medium_C07:node:node_0082,83480,83491,same_edge_reverse_view,S02_3d_tree_small_C08:node:node_0043,20852,0.02232182594032448,5
selection,S06,terminal,1,S06_3d_branch_medium_C07:node:node_0085,83550,83561,same_edge_reverse_view,S10_3d_complex_C07:node:node_0144,203421,0.013028661887589308,5
selection,S06,junction,3,S06_3d_branch_medium_C08:node:node_0006,83690,83738,different_physical_edge,S08_3d_loop_rich_C08:node:node_0039,137412,0.029342395352995092,5
selection,S06,junction,3,S06_3d_branch_medium_C08:node:node_0013,83814,83880,different_physical_edge,S06_3d_branch_medium_C08:node:node_0018,83852,0.026794728189487024,5
selection,S06,junction,3,S06_3d_branch_medium_C08:node:node_0018,83852,83966,different_physical_edge,S10_3d_complex_C07:node:node_0055,201430,0.009915294558599895,5
selection,S06,terminal,1,S06_3d_branch_medium_C08:node:node_0019,84027,84016,same_edge_reverse_view,S06_3d_branch_medium_C07:node:node_0001,81927,0.021651212126353927,5
selection,S06,terminal,1,S06_3d_branch_medium_C08:node:node_0028,84203,84192,same_edge_reverse_view,S02_3d_tree_small_C08:node:node_0036,20693,0.008923868172745687,5
selection,S06,junction,3,S06_3d_branch_medium_C08:node:node_0029,84158,84240,different_physical_edge,S08_3d_loop_rich_C08:node:node_0085,138469,0.0824067202431258,5
selection,S06,terminal,1,S06_3d_branch_medium_C08:node:node_0036,84444,84416,same_edge_reverse_view,S02_3d_tree_small_C08:node:node_0048,21092,0.017215487786083727,5
selection,S06,terminal,1,S06_3d_branch_medium_C08:node:node_0042,84670,84644,same_edge_reverse_view,S10_3d_complex_C07:node:node_0147,203625,0.013578790017788427,5
selection,S06,junction,3,S06_3d_branch_medium_C08:node:node_0044,84423,84738,different_physical_edge,S10_3d_complex_C08:node:node_0052,205578,0.015747443788990397,5
selection,S06,terminal,1,S06_3d_branch_medium_C08:node:node_0053,84987,84974,same_edge_reverse_view,S04_3d_unicyclic_small_C07:node:node_0000,44131,0.02169991004369084,5
selection,S06,terminal,1,S06_3d_branch_medium_C08:node:node_0060,85147,85136,same_edge_reverse_view,S10_3d_complex_C08:node:node_0047,205522,0.029365332467777196,5
selection,S06,terminal,1,S06_3d_branch_medium_C08:node:node_0062,84869,84883,same_edge_reverse_view,S08_3d_loop_rich_C08:node:node_0051,137880,0.012791076776702569,5
selection,S06,junction,3,S06_3d_branch_medium_C08:node:node_0076,85252,85340,different_physical_edge,S10_3d_complex_C07:node:node_0141,203589,0.009338687220892495,5
selection,S06,junction,3,S06_3d_branch_medium_C08:node:node_0078,85163,85506,different_physical_edge,S08_3d_loop_rich_C08:node:node_0037,137359,0.015467780431050921,5
fit,S07,terminal,1,S07_flat_loop_rich_C01:node:node_0000,87842,87828,same_edge_reverse_view,S09_flat_complex_C01:node:node_0086,146001,0.002373681991896639,5
fit,S07,junction,3,S07_flat_loop_rich_C01:node:node_0005,87963,88006,different_physical_edge,S07_flat_loop_rich_C04:node:node_0107,100299,0.005972545955889886,5
fit,S07,terminal,1,S07_flat_loop_rich_C01:node:node_0009,88150,88142,same_edge_reverse_view,S05_flat_branch_medium_C02:node:node_0010,50856,0.006331640060518262,5
fit,S07,junction,3,S07_flat_loop_rich_C01:node:node_0026,88415,88511,different_physical_edge,S07_flat_loop_rich_C01:node:node_0039,88667,0.00498180187024269,5
fit,S07,junction,3,S07_flat_loop_rich_C01:node:node_0039,88667,88797,different_physical_edge,S07_flat_loop_rich_C01:node:node_0026,88415,0.00498180187024269,5
fit,S07,junction,3,S07_flat_loop_rich_C01:node:node_0040,88756,88816,different_physical_edge,S07_flat_loop_rich_C06:node:node_0077,105105,0.01383157577164193,5
fit,S07,terminal,1,S07_flat_loop_rich_C01:node:node_0044,89006,88982,same_edge_reverse_view,S09_flat_complex_C01:node:node_0167,147866,0.01371302883000722,5
fit,S07,terminal,1,S07_flat_loop_rich_C01:node:node_0057,89090,89104,same_edge_reverse_view,S05_flat_branch_medium_C01:node:node_0060,49722,0.004018490153287131,5
fit,S07,junction,3,S07_flat_loop_rich_C01:node:node_0065,89502,89650,different_physical_edge,S09_flat_complex_C05:node:node_0026,159144,0.009197277062004945,5
fit,S07,terminal,1,S07_flat_loop_rich_C01:node:node_0066,89691,89684,same_edge_reverse_view,S09_flat_complex_C05:node:node_0095,161224,0.011847085639028728,5
fit,S07,junction,3,S07_flat_loop_rich_C01:node:node_0072,89702,89884,different_physical_edge,S05_flat_branch_medium_C04:node:node_0023,56317,0.00822152847657271,5
fit,S07,junction,3,S07_flat_loop_rich_C01:node:node_0078,89802,90032,different_physical_edge,S05_flat_branch_medium_C03:node:node_0065,54625,0.006522713159935292,5
fit,S07,junction,3,S07_flat_loop_rich_C01:node:node_0080,89831,90156,different_physical_edge,S07_flat_loop_rich_C01:node:node_0099,90373,0.006866042988380857,5
fit,S07,terminal,1,S07_flat_loop_rich_C01:node:node_0084,90263,90256,same_edge_reverse_view,S03_flat_unicyclic_small_C01:node:node_0031,23189,0.005954156739034922,5
fit,S07,terminal,1,S07_flat_loop_rich_C01:node:node_0092,90402,90415,same_edge_reverse_view,S07_flat_loop_rich_C05:node:node_0027,101194,0.00935335760900525,5
fit,S07,junction,3,S07_flat_loop_rich_C01:node:node_0099,90373,90559,different_physical_edge,S07_flat_loop_rich_C01:node:node_0080,89831,0.006866042988380857,5
fit,S07,junction,3,S07_flat_loop_rich_C01:node:node_0114,90862,90925,different_physical_edge,S09_flat_complex_C01:node:node_0164,147840,0.01439483119852221,5
fit,S07,terminal,1,S07_flat_loop_rich_C01:node:node_0130,91246,91230,same_edge_reverse_view,S09_flat_complex_C05:node:node_0055,160061,0.014114888150411896,5
fit,S07,junction,2,S07_flat_loop_rich_C02:node:node_0008,91376,91406,different_physical_edge,S09_flat_complex_C05:node:node_0128,162022,0.00834224212098278,5
fit,S07,junction,3,S07_flat_loop_rich_C02:node:node_0014,91472,91518,different_physical_edge,S05_flat_branch_medium_C05:node:node_0022,58122,0.006634036180548223,5
fit,S07,terminal,1,S07_flat_loop_rich_C02:node:node_0018,91578,91592,same_edge_reverse_view,S03_flat_unicyclic_small_C05:node:node_0026,29954,0.006198549068489824,5
fit,S07,junction,3,S07_flat_loop_rich_C02:node:node_0021,91684,91730,different_physical_edge,S05_flat_branch_medium_C02:node:node_0043,51662,0.005015773775078827,5
fit,S07,junction,3,S07_flat_loop_rich_C02:node:node_0024,91816,91854,different_physical_edge,S07_flat_loop_rich_C04:node:node_0060,98925,0.0049878124713015875,5
fit,S07,junction,3,S07_flat_loop_rich_C02:node:node_0032,92062,92134,different_physical_edge,S03_flat_unicyclic_small_C01:node:node_0042,23489,0.0013471288438638054,5
fit,S07,junction,4,S07_flat_loop_rich_C02:node:node_0046,92311,92368,different_physical_edge,S05_flat_branch_medium_C03:node:node_0036,53894,0.025949330468008996,5
fit,S07,junction,3,S07_flat_loop_rich_C02:node:node_0049,92382,92618,different_physical_edge,S07_flat_loop_rich_C06:node:node_0057,104779,0.014172188743411508,5
fit,S07,terminal,1,S07_flat_loop_rich_C02:node:node_0058,92886,92898,same_edge_reverse_view,S09_flat_complex_C05:node:node_0113,161755,0.003947023348260369,5
fit,S07,junction,3,S07_flat_loop_rich_C02:node:node_0062,92719,92781,different_physical_edge,S09_flat_complex_C01:node:node_0039,144319,0.005743359110276934,5
fit,S07,terminal,1,S07_flat_loop_rich_C02:node:node_0063,93041,93030,same_edge_reverse_view,S05_flat_branch_medium_C05:node:node_0069,59106,0.0061725991290897675,5
fit,S07,terminal,1,S07_flat_loop_rich_C02:node:node_0072,93248,93236,same_edge_reverse_view,S09_flat_complex_C05:node:node_0170,163283,0.004926521747787436,5
fit,S07,terminal,1,S07_flat_loop_rich_C02:node:node_0076,93192,93201,same_edge_reverse_view,S07_flat_loop_rich_C02:node:node_0063,93041,0.007501573368545124,5
fit,S07,terminal,1,S07_flat_loop_rich_C02:node:node_0078,93210,93223,same_edge_reverse_view,S07_flat_loop_rich_C04:node:node_0039,98603,0.01162309594490342,5
fit,S07,junction,3,S07_flat_loop_rich_C02:node:node_0086,93315,93486,different_physical_edge,S09_flat_complex_C02:node:node_0036,148752,0.005580322157991409,5
fit,S07,junction,3,S07_flat_loop_rich_C02:node:node_0093,93618,93692,different_physical_edge,S03_flat_unicyclic_small_C01:node:node_0038,23422,0.008211594656411659,5
fit,S07,junction,3,S07_flat_loop_rich_C02:node:node_0105,93823,93962,different_physical_edge,S07_flat_loop_rich_C04:node:node_0088,99672,0.0047600658682446124,5
fit,S07,junction,3,S07_flat_loop_rich_C02:node:node_0109,93783,94080,different_physical_edge,S09_flat_complex_C01:node:node_0083,145876,0.004427202582841537,5
fit,S07,terminal,1,S07_flat_loop_rich_C02:node:node_0120,93920,93933,same_edge_reverse_view,S03_flat_unicyclic_small_C01:node:node_0031,23189,0.006469861223705223,5
fit,S07,terminal,1,S07_flat_loop_rich_C02:node:node_0123,93981,93995,same_edge_reverse_view,S05_flat_branch_medium_C04:node:node_0061,56925,0.054744788796788235,5
fit,S07,junction,3,S07_flat_loop_rich_C02:node:node_0126,93852,94535,different_physical_edge,S09_flat_complex_C01:node:node_0114,146770,0.003480757748982877,5
fit,S07,terminal,1,S07_flat_loop_rich_C03:node:node_0021,95144,95157,same_edge_reverse_view,S09_flat_complex_C04:node:node_0028,155673,0.0046825325615175535,5
fit,S07,terminal,1,S07_flat_loop_rich_C03:node:node_0022,95281,95276,same_edge_reverse_view,S04_3d_unicyclic_small_C02:node:node_0046,38308,0.020455027393984204,5
fit,S07,junction,3,S07_flat_loop_rich_C03:node:node_0028,95368,95456,different_physical_edge,S05_flat_branch_medium_C01:node:node_0071,49919,0.00728421582327837,5
fit,S07,junction,3,S07_flat_loop_rich_C03:node:node_0043,95834,95902,different_physical_edge,S05_flat_branch_medium_C06:node:node_0068,61292,0.00780846314116369,5
fit,S07,terminal,1,S07_flat_loop_rich_C03:node:node_0047,96028,96020,same_edge_reverse_view,S05_flat_branch_medium_C01:node:node_0015,48616,0.01131695820771343,5
